"id","chr","start","end","strand","breast_normal","breast_cancer","colon_normal","colon_cancer","lung_normal","lung_cancer","pancreas_normal","pancreas_cancer","NET_cancer","thyroid_normal","thyroid_cancer"
277352,chr11,3535099,3535099,*,0.4621,0.5168,0.4542,0.6188,0.4768,0.4946,0.4758,0.4305,0.4364,0.4717,0.4528
277353,chr11,3536848,3536848,*,0.8238,0.8032,0.8177,0.8342,0.7024,0.7481,0.8208,0.823,0.6137,0.746,0.7226
277354,chr11,3537270,3537270,*,0.6702,0.655,0.6548,0.6304,0.656,0.6106,0.6628,0.632,0.5334,0.6477,0.6593
277355,chr11,3537419,3537419,*,0.7707,0.7219,0.6685,0.7027,0.6547,0.6705,0.7505,0.7114,0.5961,0.708,0.6793
277356,chr11,3598521,3598521,*,0.6747,0.6628,0.6875,0.6444,0.6795,0.6399,0.6293,0.6856,0.4611,0.6983,0.6432
277357,chr11,3601010,3601010,*,0.7817,0.7778,0.7958,0.7942,0.7844,0.7909,0.8079,0.7867,0.7853,0.8082,0.8059
277358,chr11,3601042,3601042,*,0.7798,0.8277,0.8076,0.7674,0.7593,0.7909,0.7801,0.7772,0.7904,0.8067,0.8129
277359,chr11,3601128,3601128,*,0.7933,0.7895,0.8052,0.8204,0.8285,0.8269,0.8129,0.8255,0.7584,0.8359,0.8411
277360,chr11,3601214,3601214,*,0.5262,0.5662,0.6071,0.5669,0.6103,0.5658,0.6031,0.5762,0.5807,0.6339,0.64
277361,chr11,3601547,3601547,*,0.4576,0.3768,0.4439,0.3931,0.5119,0.4378,0.5974,0.4562,0.6003,0.4316,0.4318
277362,chr11,3602025,3602025,*,0.0195,0.1442,0.0627,0.3214,0.0298,0.1048,0.0146,0.1506,0.0134,0.0154,0.0182
277363,chr11,3602131,3602131,*,0.0318,0.2284,0.2406,0.4727,0.0517,0.2157,0.0348,0.2456,0.0195,0.0144,0.0223
277364,chr11,3602584,3602584,*,0.1513,0.3033,0.1698,0.2206,0.1679,0.2132,0.1667,0.2347,0.1425,0.2821,0.1589
277365,chr11,3602845,3602845,*,0.2701,0.2532,0.3282,0.2163,0.4482,0.3375,0.399,0.3295,0.206,0.6181,0.5203
277366,chr11,3605970,3605970,*,0.6309,0.7043,0.7101,0.5819,0.5711,0.6996,0.6961,0.6518,0.5419,0.6973,0.726
277367,chr11,3612576,3612576,*,0.8036,0.779,0.7983,0.804,0.8007,0.8065,0.8085,0.8155,0.7788,0.8001,0.7961
277368,chr11,3612651,3612651,*,0.7757,0.6859,0.7812,0.6534,0.8219,0.6909,0.728,0.7606,0.5023,0.8451,0.7703
277369,chr11,3612729,3612729,*,0.7581,0.7468,0.7559,0.7442,0.7597,0.7385,0.7569,0.7554,0.783,0.7488,0.7605
277370,chr11,3612780,3612780,*,0.8452,0.8321,0.8511,0.8025,0.8422,0.8097,0.8674,0.8453,0.7373,0.8691,0.8623
277371,chr11,3612853,3612853,*,0.6452,0.6009,0.6668,0.619,0.6734,0.6347,0.6743,0.6574,0.5855,0.6634,0.659
277372,chr11,3614086,3614086,*,0.4855,0.6143,0.7893,0.5814,0.745,0.6454,0.7109,0.6187,0.5605,0.849,0.7988
277373,chr11,3616819,3616819,*,0.6039,0.5972,0.5972,0.5749,0.6,0.5923,0.5964,0.6094,0.5189,0.6233,0.6056
277374,chr11,3637427,3637427,*,0.8277,0.8696,0.8653,0.8144,0.8904,0.7984,0.8893,0.8654,0.8775,0.8914,0.8485
277375,chr11,3637658,3637658,*,0.8257,0.7993,0.7484,0.5428,0.8208,0.6683,0.8238,0.7348,0.5218,0.8745,0.8648
277376,chr11,3638352,3638352,*,0.8919,0.8779,0.8194,0.6851,0.8879,0.8364,0.88,0.8352,0.8314,0.684,0.7428
277377,chr11,3638448,3638448,*,0.7417,0.7193,0.6611,0.5349,0.7304,0.6625,0.701,0.6482,0.3926,0.4023,0.5169
277378,chr11,3638458,3638458,*,0.9351,0.9232,0.9141,0.7321,0.9408,0.9031,0.9523,0.9284,0.9264,0.5178,0.6891
277379,chr11,3647086,3647086,*,0.7956,0.7915,0.8318,0.664,0.8688,0.7716,0.7451,0.821,0.6348,0.8951,0.866
277380,chr11,3647365,3647365,*,0.8953,0.8308,0.8925,0.8964,0.8855,0.8719,0.8997,0.8989,0.8945,0.9115,0.9057
277381,chr11,3647419,3647419,*,0.8303,0.7047,0.729,0.6159,0.7362,0.686,0.8384,0.7073,0.6521,0.9042,0.8945
277382,chr11,3647654,3647654,*,0.6675,0.5834,0.647,0.5461,0.5421,0.5047,0.8054,0.592,0.7714,0.7651,0.7775
277383,chr11,3647695,3647695,*,0.4962,0.4739,0.4672,0.2808,0.3504,0.3476,0.5438,0.4243,0.4797,0.5809,0.6393
277384,chr11,3648013,3648013,*,0.8519,0.7631,0.83,0.7701,0.7743,0.7455,0.8776,0.7711,0.7964,0.8732,0.9001
277385,chr11,3659810,3659810,*,0.5991,0.5745,0.5478,0.3736,0.5826,0.5137,0.6075,0.5769,0.6225,0.6264,0.6135
277386,chr11,3662967,3662967,*,0.3166,0.3876,0.3712,0.3707,0.3641,0.4086,0.3646,0.4018,0.3139,0.3456,0.3746
277387,chr11,3663198,3663198,*,0.1724,0.2511,0.2101,0.2223,0.2266,0.2449,0.1947,0.272,0.276,0.2251,0.3062
277388,chr11,3663372,3663372,*,0.0832,0.081,0.1275,0.0709,0.0878,0.1019,0.089,0.0965,0.0676,0.0864,0.0727
277389,chr11,3663491,3663491,*,0.071,0.0765,0.1217,0.0903,0.0719,0.1012,0.0781,0.0832,0.0676,0.0755,0.082
277390,chr11,3663511,3663511,*,0.0304,0.027,0.0515,0.0331,0.0359,0.0419,0.0332,0.0386,0.023,0.033,0.0373
277391,chr11,3663532,3663532,*,0.0035,0.0053,0.0174,0.0039,0.0026,0.0078,0.0069,0.0059,0.0081,0.0033,0.0045
277392,chr11,3663543,3663543,*,0.0795,0.0804,0.1036,0.0812,0.0775,0.0845,0.0882,0.0723,0.0816,0.0647,0.0973
277393,chr11,3663644,3663644,*,0.0821,0.0846,0.1247,0.1146,0.0954,0.1177,0.0771,0.111,0.0661,0.0827,0.1112
277394,chr11,3663773,3663773,*,0.0413,0.0514,0.041,0.0402,0.038,0.0454,0.0344,0.0382,0.0352,0.0352,0.0481
277395,chr11,3663777,3663777,*,0.0548,0.0598,0.0588,0.0534,0.0609,0.0608,0.0558,0.0571,0.0571,0.0574,0.0677
277396,chr11,3663801,3663801,*,0.0494,0.0638,0.0592,0.0415,0.055,0.0645,0.0511,0.0594,0.0492,0.0594,0.086
277397,chr11,3663842,3663842,*,0.0654,0.0766,0.0668,0.0639,0.0668,0.0644,0.068,0.0677,0.0579,0.0684,0.1194
277398,chr11,3665003,3665003,*,0.8906,0.8544,0.8374,0.8393,0.881,0.827,0.8919,0.8719,0.8707,0.9002,0.893
277399,chr11,3665525,3665525,*,0.8737,0.8055,0.8057,0.678,0.8772,0.7998,0.8562,0.841,0.6044,0.92,0.8204
277400,chr11,3665954,3665954,*,0.7379,0.7204,0.6965,0.5263,0.6586,0.6939,0.7286,0.6873,0.6106,0.7287,0.6925
277401,chr11,3666271,3666271,*,0.6971,0.6502,0.5867,0.5338,0.6671,0.6261,0.7029,0.6814,0.5241,0.7761,0.7523
277402,chr11,3666278,3666278,*,0.1515,0.2057,0.162,0.1241,0.2796,0.2736,0.4578,0.2157,0.1787,0.5776,0.4904
277403,chr11,3666483,3666483,*,0.7909,0.7803,0.7467,0.5801,0.7465,0.6897,0.8183,0.7499,0.632,0.8259,0.7617
277404,chr11,3666662,3666662,*,0.8658,0.8539,0.907,0.8709,0.8994,0.8667,0.8712,0.8979,0.7729,0.8956,0.8699
277405,chr11,3681250,3681250,*,0.726,0.7042,0.6709,0.5291,0.7238,0.6128,0.7205,0.6657,0.7728,0.7545,0.7614
277406,chr11,3685559,3685559,*,0.749,0.8094,0.7529,0.7524,0.8204,0.74,0.7435,0.8183,0.7093,0.8143,0.7843
277407,chr11,3686892,3686892,*,0.879,0.8759,0.8807,0.878,0.8789,0.8531,0.8889,0.8769,0.8973,0.8859,0.8812
277408,chr11,3688526,3688526,*,0.986,0.99,0.9853,0.9869,0.9869,0.9875,0.9867,0.9886,0.9843,0.9898,0.9885
277409,chr11,3688722,3688722,*,0.9594,0.9617,0.9651,0.9584,0.964,0.966,0.9606,0.964,0.9596,0.9676,0.9638
277410,chr11,3688985,3688985,*,0.9887,0.9884,0.9887,0.9913,0.9881,0.9875,0.9876,0.989,0.9879,0.9909,0.9892
277411,chr11,3689006,3689006,*,0.9836,0.9859,0.9869,0.9827,0.9822,0.9853,0.9824,0.9871,0.9779,0.9839,0.9848
277412,chr11,3690320,3690320,*,0.8078,0.8008,0.8164,0.8031,0.8175,0.81,0.832,0.8113,0.8518,0.8144,0.8173
277413,chr11,3692187,3692187,*,0.8122,0.8025,0.8033,0.7997,0.8205,0.7991,0.8335,0.8042,0.8289,0.8214,0.827
277414,chr11,3692562,3692562,*,0.8726,0.8713,0.8654,0.8678,0.8627,0.8776,0.8744,0.8722,0.8854,0.8705,0.8772
277415,chr11,3692697,3692697,*,0.8972,0.8984,0.8937,0.8926,0.9048,0.9015,0.9068,0.9005,0.911,0.9007,0.9011
277416,chr11,3693157,3693157,*,0.8252,0.8171,0.7788,0.7661,0.8468,0.7861,0.8448,0.7908,0.4504,0.7897,0.8706
277417,chr11,3693172,3693172,*,0.5197,0.5836,0.5187,0.542,0.5458,0.5804,0.5857,0.551,0.3529,0.4392,0.5368
277418,chr11,3694018,3694018,*,0.8629,0.8623,0.8635,0.8757,0.8702,0.8645,0.8552,0.8678,0.8711,0.8767,0.8759
277419,chr11,3696925,3696925,*,0.9105,0.9047,0.899,0.9166,0.901,0.9024,0.9006,0.891,0.8115,0.91,0.9165
277420,chr11,3706578,3706578,*,0.8554,0.831,0.8128,0.8115,0.8869,0.8652,0.8393,0.8675,0.8403,0.8591,0.8723
277421,chr11,3723921,3723921,*,0.8962,0.9025,0.8987,0.8848,0.9055,0.9045,0.91,0.8966,0.9017,0.9067,0.9057
277422,chr11,3731649,3731649,*,0.7904,0.7992,0.8363,0.8212,0.8475,0.8287,0.8536,0.8051,0.7705,0.8355,0.811
277423,chr11,3733666,3733666,*,0.6313,0.7051,0.5036,0.4119,0.6275,0.6982,0.5395,0.7306,0.3524,0.6385,0.749
277424,chr11,3739920,3739920,*,0.0262,0.0492,0.0245,0.0101,0.0126,0.0296,0.0521,0.0156,0.0187,0.0313,0.0461
277425,chr11,3744085,3744085,*,0.6498,0.6578,0.576,0.6523,0.7386,0.7713,0.7098,0.7475,0.4247,0.8396,0.7853
277426,chr11,3753516,3753516,*,0.0412,0.0234,0.0239,0.0154,0.0266,0.034,0.0512,0.0269,0.0198,0.0346,0.0303
277427,chr11,3780240,3780240,*,0.0483,0.0445,0.0395,0.0536,0.0428,0.0524,0.0656,0.0433,0.0547,0.0878,0.0464
277428,chr11,3803470,3803470,*,0.8352,0.8498,0.8172,0.8757,0.834,0.8549,0.8396,0.8539,0.7565,0.7968,0.7372
277429,chr11,3815589,3815589,*,0.8039,0.8346,0.8956,0.8952,0.7967,0.8552,0.8875,0.8851,0.8708,0.9035,0.8876
277430,chr11,3817692,3817692,*,0.0838,0.0992,0.1028,0.0955,0.1231,0.1224,0.0958,0.1345,0.1455,0.293,0.2365
277431,chr11,3817793,3817793,*,0.0907,0.105,0.0971,0.1206,0.0765,0.1166,0.0803,0.1131,0.1556,0.0948,0.0894
277432,chr11,3817820,3817820,*,0.0738,0.0931,0.0816,0.0963,0.0779,0.0998,0.0646,0.0976,0.0989,0.0996,0.1042
277433,chr11,3817849,3817849,*,0.0873,0.106,0.0963,0.103,0.0958,0.1107,0.0822,0.1299,0.1623,0.1603,0.167
277434,chr11,3818253,3818253,*,0.0536,0.0517,0.0547,0.0509,0.0536,0.0521,0.0527,0.0504,0.0661,0.057,0.0556
277435,chr11,3818695,3818695,*,0.1151,0.1164,0.1186,0.1116,0.1118,0.1137,0.1224,0.1099,0.1256,0.1157,0.1163
277436,chr11,3818841,3818841,*,0.0118,0.0105,0.0117,0.0134,0.0135,0.0112,0.015,0.0113,0.0132,0.011,0.0133
277437,chr11,3818853,3818853,*,0.0167,0.0182,0.0143,0.0144,0.0155,0.0137,0.0129,0.0153,0.0194,0.0124,0.0132
277438,chr11,3818855,3818855,*,0.0078,0.0086,0.0062,0.0074,0.0091,0.0066,0.0056,0.0057,0.0052,0.0065,0.0049
277439,chr11,3818859,3818859,*,0.0133,0.0117,0.0153,0.015,0.0181,0.0124,0.0169,0.0109,0.0165,0.0136,0.0193
277440,chr11,3818872,3818872,*,0.0042,0.0072,0.0098,0.0056,0.0112,0.0061,0.0093,0.006,0.0081,0.0066,0.0061
277441,chr11,3818895,3818895,*,0.0153,0.0214,0.017,0.0167,0.0187,0.0188,0.0185,0.0173,0.0143,0.0173,0.0184
277442,chr11,3818910,3818910,*,0.0235,0.0229,0.0223,0.0276,0.021,0.023,0.03,0.0227,0.0316,0.0232,0.0315
277443,chr11,3819010,3819010,*,0.0256,0.0289,0.028,0.0167,0.0114,0.0167,0.0141,0.0213,0.0251,0.0139,0.013
277444,chr11,3819013,3819013,*,0.0412,0.0387,0.0264,0.0523,0.0214,0.0255,0.0284,0.0275,0.0433,0.0152,0.0455
277445,chr11,3819031,3819031,*,0.0118,0.0137,0.011,0.0243,0.0108,0.0113,0.0125,0.0106,0.0121,0.0127,0.0131
277446,chr11,3819041,3819041,*,0.0584,0.0649,0.0663,0.0608,0.0619,0.0605,0.0589,0.0593,0.0788,0.0673,0.0622
277447,chr11,3819094,3819094,*,0.0475,0.0483,0.0514,0.0506,0.0441,0.0504,0.0528,0.0481,0.0517,0.0521,0.0485
277448,chr11,3819097,3819097,*,0.0532,0.0544,0.0578,0.056,0.0547,0.054,0.0549,0.0501,0.066,0.0565,0.0535
277449,chr11,3819153,3819153,*,0.0137,0.0109,0.0155,0.0105,0.0127,0.0098,0.0135,0.016,0.0271,0.0073,0.016
277450,chr11,3819156,3819156,*,0.0047,0.0073,0.0092,0.0053,0.0027,0.0015,0.0035,0.0042,0.0067,0.007,0.0103
277451,chr11,3819306,3819306,*,0.1046,0.1225,0.1114,0.115,0.1071,0.1113,0.1059,0.109,0.1062,0.0975,0.1085
277452,chr11,3819539,3819539,*,0.1519,0.2281,0.3568,0.3497,0.2836,0.303,0.2456,0.2268,0.2201,0.2261,0.2376
277453,chr11,3820252,3820252,*,0.901,0.9113,0.9108,0.9104,0.9138,0.9151,0.8525,0.8876,0.9334,0.9106,0.915
277454,chr11,3822594,3822594,*,0.807,0.7704,0.7404,0.7212,0.77,0.8028,0.818,0.792,0.6764,0.8574,0.857
277455,chr11,3827665,3827665,*,0.9337,0.9108,0.9319,0.911,0.9381,0.9297,0.9313,0.9285,0.9008,0.9412,0.923
277456,chr11,3828143,3828143,*,0.6597,0.64,0.6579,0.626,0.6742,0.6491,0.648,0.6707,0.5769,0.6719,0.6558
277457,chr11,3828439,3828439,*,0.7132,0.7018,0.7261,0.708,0.7393,0.7132,0.7288,0.7276,0.664,0.7223,0.716
277458,chr11,3829219,3829219,*,0.4054,0.2492,0.2683,0.1706,0.4189,0.2489,0.3779,0.3328,0.3289,0.3099,0.2634
277459,chr11,3829466,3829466,*,0.0676,0.1038,0.074,0.0738,0.0727,0.0705,0.0859,0.0799,0.101,0.0744,0.0701
277460,chr11,3829487,3829487,*,0.0368,0.0402,0.0353,0.0295,0.0316,0.0366,0.0372,0.0402,0.0544,0.0352,0.0341
277461,chr11,3829534,3829534,*,0.0721,0.0702,0.0717,0.0709,0.0724,0.0715,0.0666,0.0688,0.0667,0.0751,0.0685
277462,chr11,3829615,3829615,*,0.0266,0.0245,0.0262,0.0231,0.0258,0.022,0.0298,0.0291,0.029,0.0271,0.0261
277463,chr11,3829669,3829669,*,0.0204,0.021,0.0211,0.0254,0.0236,0.0203,0.0197,0.0211,0.0229,0.0207,0.0237
277464,chr11,3829760,3829760,*,0.0133,0.0083,0.0101,0.0104,0.0081,0.0089,0.0137,0.0097,0.0387,0.0132,0.0124
277465,chr11,3829780,3829780,*,0.1331,0.1709,0.1604,0.2596,0.1468,0.1712,0.1356,0.1752,0.1971,0.1321,0.148
277466,chr11,3829824,3829824,*,0.0144,0.0113,0.0115,0.0111,0.0109,0.0151,0.0125,0.01,0.036,0.0098,0.0151
277467,chr11,3829971,3829971,*,0.0616,0.0549,0.0577,0.0597,0.0694,0.0584,0.0527,0.0562,0.1913,0.0708,0.0595
277468,chr11,3830371,3830371,*,0.523,0.3408,0.3795,0.2657,0.5309,0.4254,0.4056,0.4645,0.2967,0.308,0.2492
277469,chr11,3832691,3832691,*,0.7825,0.8062,0.8296,0.833,0.8162,0.8065,0.7867,0.8109,0.4919,0.7537,0.767
277470,chr11,3837911,3837911,*,0.8406,0.7636,0.9311,0.9129,0.8235,0.841,0.9144,0.9035,0.9314,0.8908,0.9054
277471,chr11,3844858,3844858,*,0.805,0.7481,0.8139,0.8538,0.8604,0.8514,0.846,0.8539,0.8374,0.8669,0.8667
277472,chr11,3845204,3845204,*,0.8554,0.8107,0.8621,0.8652,0.8574,0.8566,0.8575,0.8607,0.8622,0.8494,0.8542
277473,chr11,3845261,3845261,*,0.9585,0.9197,0.9556,0.9502,0.9569,0.9549,0.9551,0.9581,0.9351,0.9591,0.9522
277474,chr11,3845298,3845298,*,0.9796,0.9401,0.9819,0.9795,0.9844,0.9766,0.9725,0.9791,0.9736,0.984,0.9846
277475,chr11,3846965,3846965,*,0.5928,0.5905,0.5512,0.5816,0.5479,0.526,0.5248,0.5672,0.3983,0.6563,0.6634
277476,chr11,3848503,3848503,*,0.9114,0.8894,0.8993,0.8949,0.916,0.8925,0.9019,0.8884,0.8888,0.9176,0.9081
277477,chr11,3848848,3848848,*,0.6023,0.7021,0.7272,0.7455,0.6697,0.7005,0.7882,0.6986,0.6718,0.736,0.7219
277478,chr11,3848986,3848986,*,0.9301,0.9262,0.9316,0.9255,0.9314,0.9281,0.9274,0.9261,0.9151,0.9237,0.9153
277479,chr11,3849223,3849223,*,0.914,0.9175,0.9177,0.9271,0.9069,0.913,0.9164,0.9163,0.9064,0.9164,0.913
277480,chr11,3855821,3855821,*,0.7126,0.6552,0.7141,0.6849,0.6375,0.6526,0.7883,0.6173,0.7882,0.7435,0.7623
277481,chr11,3858493,3858493,*,0.6128,0.5255,0.6567,0.7232,0.3922,0.4684,0.7218,0.5552,0.7854,0.7627,0.7716
277482,chr11,3860569,3860569,*,0.5081,0.4245,0.5128,0.5273,0.4736,0.397,0.6136,0.412,0.5036,0.7057,0.6742
277483,chr11,3861512,3861512,*,0.0305,0.0346,0.0361,0.0295,0.0406,0.0378,0.0348,0.0525,0.0434,0.0588,0.051
277484,chr11,3862089,3862089,*,0.0336,0.034,0.0351,0.0344,0.0268,0.0285,0.0269,0.0329,0.0243,0.0308,0.0372
277485,chr11,3862297,3862297,*,0.0472,0.0591,0.0471,0.0615,0.0498,0.0512,0.0452,0.0485,0.0667,0.0495,0.0549
277486,chr11,3862302,3862302,*,0.0236,0.0339,0.0188,0.0263,0.0223,0.0296,0.0259,0.0238,0.0336,0.023,0.0305
277487,chr11,3862358,3862358,*,0.0575,0.0605,0.0526,0.0532,0.0552,0.0578,0.0611,0.0545,0.0591,0.0601,0.0601
277488,chr11,3862741,3862741,*,0.0883,0.0952,0.0974,0.0921,0.0935,0.0901,0.0927,0.0911,0.0864,0.1023,0.097
277489,chr11,3862931,3862931,*,0.0834,0.0869,0.0884,0.0921,0.083,0.0925,0.0855,0.0841,0.0912,0.0904,0.0811
277490,chr11,3862991,3862991,*,0.0474,0.0477,0.0457,0.0392,0.0337,0.0374,0.0398,0.0408,0.0524,0.0514,0.0542
277491,chr11,3863047,3863047,*,0.059,0.0633,0.0554,0.0488,0.0495,0.057,0.0533,0.054,0.0686,0.1006,0.0716
277492,chr11,3863056,3863056,*,0.0479,0.0548,0.0527,0.0466,0.0443,0.0508,0.0512,0.0498,0.074,0.0579,0.0583
277493,chr11,3865883,3865883,*,0.8642,0.892,0.9065,0.9212,0.931,0.897,0.9192,0.9078,0.7276,0.9283,0.9332
277494,chr11,3873994,3873994,*,0.7701,0.6982,0.7887,0.7606,0.7937,0.8219,0.7909,0.7816,0.7756,0.8029,0.8026
277495,chr11,3876248,3876248,*,0.0515,0.0501,0.0489,0.0475,0.0454,0.0495,0.0506,0.0485,0.0529,0.0444,0.0487
277496,chr11,3876513,3876513,*,0.0425,0.0416,0.0449,0.0447,0.0418,0.0461,0.049,0.0438,0.0585,0.0454,0.0501
277497,chr11,3876535,3876535,*,0.0461,0.0488,0.0475,0.0467,0.0434,0.0351,0.0467,0.0395,0.0406,0.0432,0.0479
277498,chr11,3876562,3876562,*,0.0687,0.0739,0.0701,0.0562,0.0641,0.0675,0.0662,0.0648,0.0956,0.0691,0.0693
277499,chr11,3876737,3876737,*,0.04,0.0582,0.0454,0.053,0.038,0.0428,0.0365,0.042,0.0443,0.0317,0.0458
277500,chr11,3876754,3876754,*,0.0692,0.0705,0.0619,0.0687,0.0655,0.0622,0.0558,0.0594,0.073,0.0557,0.0729
277501,chr11,3876787,3876787,*,0.0146,0.0173,0.0165,0.0164,0.0143,0.0148,0.018,0.0142,0.0154,0.0157,0.0179
277502,chr11,3876808,3876808,*,0.0162,0.0121,0.0147,0.0119,0.0109,0.0115,0.0116,0.0116,0.0259,0.0115,0.0133
277503,chr11,3876822,3876822,*,0.0202,0.0197,0.0203,0.0167,0.0197,0.0181,0.0156,0.0178,0.0223,0.0174,0.0228
277504,chr11,3877179,3877179,*,0.066,0.0613,0.0611,0.0611,0.0634,0.0596,0.0639,0.0585,0.0631,0.0641,0.0654
277505,chr11,3877315,3877315,*,0.0723,0.0731,0.076,0.0666,0.0757,0.0738,0.0764,0.0738,0.0775,0.0758,0.0723
277506,chr11,3877476,3877476,*,0.0697,0.0698,0.0748,0.0723,0.0784,0.0759,0.0691,0.0794,0.0975,0.082,0.0712
277507,chr11,3880668,3880668,*,0.784,0.7702,0.7626,0.7876,0.7965,0.7179,0.8091,0.7229,0.8562,0.6923,0.7338
277508,chr11,3887906,3887906,*,0.8624,0.8443,0.8849,0.8486,0.8752,0.7987,0.8611,0.8447,0.9072,0.8228,0.7534
277509,chr11,3899234,3899234,*,0.7228,0.7209,0.6017,0.6441,0.6248,0.6292,0.7203,0.63,0.7124,0.6312,0.6607
277510,chr11,3901552,3901552,*,0.7414,0.6666,0.5166,0.4359,0.7008,0.6404,0.3082,0.647,0.4245,0.8244,0.7618
277511,chr11,3915742,3915742,*,0.4807,0.4379,0.6548,0.6667,0.6666,0.5553,0.6483,0.5078,0.7233,0.7574,0.7062
277512,chr11,3926837,3926837,*,0.6287,0.5019,0.8483,0.5938,0.7005,0.6923,0.6029,0.6319,0.7186,0.8154,0.7314
277513,chr11,3950928,3950928,*,0.8655,0.8495,0.8533,0.8507,0.8242,0.7789,0.7621,0.8597,0.8705,0.8184,0.7531
277514,chr11,3961397,3961397,*,0.6072,0.7752,0.851,0.8517,0.8664,0.8428,0.8451,0.7489,0.8071,0.8298,0.8423
277515,chr11,3972838,3972838,*,0.7982,0.8412,0.7012,0.7926,0.6358,0.7077,0.534,0.6894,0.3723,0.4347,0.5883
277516,chr11,3984299,3984299,*,0.7882,0.7452,0.812,0.8407,0.8572,0.8729,0.8156,0.8171,0.8605,0.8134,0.8327
277517,chr11,4010625,4010625,*,0.7031,0.7769,0.7702,0.7937,0.6694,0.752,0.733,0.7578,0.6333,0.6837,0.7427
277518,chr11,4010737,4010737,*,0.7204,0.8859,0.7968,0.8768,0.7089,0.8664,0.8825,0.8082,0.902,0.9094,0.9477
277519,chr11,4010752,4010752,*,0.6738,0.8061,0.7213,0.8114,0.6908,0.8039,0.8387,0.7687,0.8404,0.8397,0.8777
277520,chr11,4047754,4047754,*,0.8919,0.9024,0.8778,0.905,0.8512,0.856,0.5904,0.8611,0.705,0.9052,0.9017
277521,chr11,4066205,4066205,*,0.4723,0.4716,0.6448,0.6129,0.5554,0.589,0.6127,0.5934,0.7461,0.7892,0.7953
277522,chr11,4079556,4079556,*,0.2374,0.4657,0.1448,0.3093,0.2973,0.3452,0.68,0.2724,0.5996,0.675,0.7229
277523,chr11,4113452,4113452,*,0.6416,0.6205,0.5842,0.6049,0.5688,0.4956,0.7007,0.4942,0.631,0.7569,0.8206
277524,chr11,4115507,4115507,*,0.0448,0.0631,0.0587,0.076,0.08,0.0745,0.0418,0.0563,0.0453,0.0736,0.0775
277525,chr11,4115526,4115526,*,0.0529,0.0696,0.0712,0.0797,0.0743,0.0713,0.0503,0.0592,0.0503,0.0679,0.0955
277526,chr11,4115532,4115532,*,0.0876,0.0908,0.111,0.1128,0.1152,0.1093,0.0829,0.0925,0.0912,0.0944,0.1183
277527,chr11,4115579,4115579,*,0.0352,0.0334,0.045,0.0478,0.0448,0.0455,0.0342,0.0415,0.0504,0.0475,0.0938
277528,chr11,4115612,4115612,*,0.0587,0.0591,0.0583,0.0606,0.0589,0.0628,0.0566,0.0509,0.062,0.059,0.0672
277529,chr11,4115753,4115753,*,0.0549,0.0639,0.0597,0.0512,0.0535,0.0486,0.0571,0.0659,0.0561,0.0562,0.0533
277530,chr11,4115769,4115769,*,0.0374,0.0549,0.0462,0.0619,0.0485,0.0461,0.0532,0.0494,0.0573,0.0422,0.0562
277531,chr11,4115872,4115872,*,0.0921,0.092,0.0886,0.0896,0.099,0.0998,0.095,0.0853,0.082,0.097,0.1023
277532,chr11,4115909,4115909,*,0.0637,0.0659,0.064,0.0624,0.0641,0.0642,0.064,0.0589,0.0671,0.0658,0.0645
277533,chr11,4116056,4116056,*,0.0594,0.0654,0.0631,0.0601,0.0649,0.0612,0.0663,0.0597,0.0627,0.0628,0.0652
277534,chr11,4116184,4116184,*,0.0924,0.1016,0.095,0.0928,0.0905,0.0942,0.0978,0.0903,0.0792,0.0936,0.0987
277535,chr11,4116198,4116198,*,0.054,0.0594,0.0588,0.0576,0.0575,0.0552,0.0572,0.0531,0.0685,0.0565,0.061
277536,chr11,4116437,4116437,*,0.0378,0.0424,0.0369,0.0468,0.0397,0.0303,0.0392,0.0347,0.041,0.0381,0.0366
277537,chr11,4118978,4118978,*,0.8623,0.8,0.7837,0.8395,0.8322,0.7918,0.8549,0.7951,0.8083,0.4939,0.4396
277538,chr11,4158576,4158576,*,0.8035,0.7556,0.8031,0.7756,0.8117,0.714,0.8013,0.785,0.721,0.8023,0.777
277539,chr11,4159839,4159839,*,0.9263,0.9267,0.9278,0.9282,0.9324,0.9183,0.9329,0.9138,0.9224,0.9357,0.939
277540,chr11,4206098,4206098,*,0.5996,0.6351,0.6238,0.5351,0.6158,0.6,0.559,0.6318,0.4488,0.4869,0.6283
277541,chr11,4208278,4208278,*,0.1182,0.1321,0.1157,0.1381,0.1261,0.1285,0.1248,0.1424,0.1624,0.1275,0.1637
277542,chr11,4208449,4208449,*,0.0411,0.04,0.0386,0.0391,0.0388,0.0423,0.0445,0.0379,0.0326,0.0418,0.0388
277543,chr11,4208723,4208723,*,0.0319,0.0346,0.031,0.0404,0.0369,0.0391,0.0329,0.0712,0.0325,0.0335,0.0358
277544,chr11,4208905,4208905,*,0.0127,0.0153,0.0134,0.0144,0.0135,0.0173,0.0146,0.0132,0.0196,0.0173,0.0184
277545,chr11,4209120,4209120,*,0.0476,0.0445,0.0473,0.0329,0.0388,0.0316,0.0526,0.0418,0.0601,0.0462,0.0565
277546,chr11,4209397,4209397,*,0.9204,0.9184,0.8899,0.9068,0.9123,0.9428,0.9304,0.8734,0.91,0.9052,0.9117
277547,chr11,4212446,4212446,*,0.5904,0.6914,0.7832,0.7457,0.7253,0.7541,0.475,0.7042,0.6107,0.8016,0.7808
